gene,msi,component,r,r_abs
Nrgn,mz.699.23923,0,0.33378893,0.33378893
Nrgn,mz.711.25794,0,0.33363125,0.33363125
Bc1,mz.697.2391,0,0.33339855,0.33339855
Nrgn,mz.772.52412,0,0.3331374,0.3331374
Bc1,mz.426.12472,0,0.33299395,0.33299395
Pacs2,mz.408.12338,0,-0.3328276,0.3328276
Rpl4,mz.556.05285,0,-0.33276534,0.33276534
Mobp,mz.699.23923,0,-0.33258352,0.33258352
Rpl4,mz.693.23733,0,-0.3324327,0.3324327
Olfm1,mz.431.08294,0,0.33221796,0.33221796
Endod1,mz.554.0458,0,-0.33214074,0.33214074
Mobp,mz.698.24258,0,-0.33212245,0.33212245
Mobp,mz.427.14125,0,-0.33208972,0.33208972
Pacs2,mz.328.13352,0,-0.3319332,0.3319332
Bc1,mz.370.1441,0,0.33187547,0.33187547
Pacs2,mz.573.22368,0,0.33173847,0.33173847
Mobp,mz.289.12287,0,0.33146632,0.33146632
Nrgn,mz.338.1179,0,0.3314178,0.3314178
Slc17a7,mz.229.69991,0,-0.33139414,0.33139414
Olfm1,mz.427.13472,0,0.33128554,0.33128554
Mobp,mz.289.12398,0,0.33123437,0.33123437
Nrgn,mz.289.12454,0,-0.33078128,0.33078128
Rpl4,mz.574.24577,0,0.3306338,0.3306338
Pacs2,mz.370.1441,0,-0.3305845,0.3305845
Pacs2,mz.289.12454,0,0.33055183,0.33055183
Olfm1,mz.426.12809,0,0.3304727,0.3304727
Nrgn,mz.289.12287,0,-0.33045733,0.33045733
Mobp,mz.554.04133,0,-0.33042827,0.33042827
Mobp,mz.398.13898,0,-0.33026072,0.33026072
Olfm1,mz.428.14054,0,0.33020478,0.33020478
Mobp,mz.355.11611,0,-0.33001783,0.33001783
Bc1,mz.383.14755,0,0.32969403,0.32969403
Mobp,mz.289.12454,0,0.32956082,0.32956082
Rpl4,mz.399.14248,0,-0.32940286,0.32940286
Rpl4,mz.574.23659,0,0.32932532,0.32932532
