gene,msi,component,r,r_abs
Pde1b,mz.395.913475,7,0.3295709,0.3295709
Ppp1r1b,mz.380.907875,7,0.32944405,0.32944405
Gpr88,mz.350.927835,7,0.32933414,0.32933414
Slc30a3,mz.240.123325,7,-0.3287555,0.3287555
Meis2,mz.240.12396999999999,7,0.32826132,0.32826132
Foxp1,mz.240.123325,7,0.32808256,0.32808256
Inf2,mz.366.90242,7,0.32794365,0.32794365
Syndig1l,mz.384.99937,7,0.3278311,0.3278311
Hpca,mz.837.66747,7,0.3274405,0.3274405
Ppp1r1b,mz.201.964465,7,0.32739806,0.32739806
Rasd2,mz.201.932625,7,0.32737374,0.32737374
Adcy5,mz.366.90242,7,0.32729927,0.32729927
Gng7,mz.762.473255,7,0.32667983,0.32667983
Adcy1,mz.240.12396999999999,7,-0.32647157,0.32647157
Rgs9,mz.203.932345,7,0.3263997,0.3263997
Rgs9,mz.201.964465,7,0.32633328,0.32633328
Pde10a,mz.203.93183499999998,7,0.32613316,0.32613316
Ppp1r1b,mz.203.93183499999998,7,0.325771,0.325771
Penk,mz.377.941235,7,0.3257596,0.3257596
Necab2,mz.240.123325,7,0.32575893,0.32575893
Pcp4l1,mz.366.90242,7,0.32569003,0.32569003
Foxp1,mz.364.90382,7,0.32565802,0.32565802
Foxp1,mz.240.122615,7,0.3256286,0.3256286
Pde10a,mz.203.93285500000002,7,0.32545954,0.32545954
Meis2,mz.240.122615,7,0.3254466,0.3254466
Necab2,mz.222.02953,7,0.3253728,0.3253728
Adora2a,mz.369.025065,7,0.32536292,0.32536292
Rasd2,mz.203.93183499999998,7,0.3251481,0.3251481
Gpr88,mz.395.913475,7,0.324985,0.324985
Syndig1l,mz.348.92861500000004,7,0.32497674,0.32497674
Scn4b,mz.837.66747,7,0.3248763,0.3248763
Foxp1,mz.287.173085,7,0.32485756,0.32485756
Adcy5,mz.348.92861500000004,7,0.3248312,0.3248312
Penk,mz.350.927835,7,0.32477686,0.32477686
Rgs9,mz.393.915395,7,0.32449985,0.32449985
Pcp4,mz.202.93759,7,0.32416794,0.32416794
Syndig1l,mz.287.173085,7,0.32376662,0.32376662
Gng7,mz.217.9387,7,0.32372743,0.32372743
Hpca,mz.287.173085,7,0.32370543,0.32370543
Pde10a,mz.393.915395,7,0.32365924,0.32365924
